Time [s],CMD,CLK,D0,D1,D2,D3
2026-09-09T22:54:24.462755000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.462757875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.462762125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.462765000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.462768875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462772000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462776250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462778750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462782625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462785875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462789750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.462792625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.462796875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.462799625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.462803625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462806750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462810750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.462813500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.462817750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462820625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462824625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462827500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462832125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462835000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462838625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462841500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462845375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462848625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462852375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462855250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462859500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462862375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462866250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462869375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462873375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462876125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462880250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462883125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462887750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462890250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462894125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462897250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462901125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462904250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462908250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462911000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462915250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462918125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462922000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462924875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462929000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.462931875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.462936125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462939000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462943250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462946125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462950000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462952875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462957125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.462959875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.462963750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462967000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462970750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462973875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462977875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462980625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462984875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462987750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462991750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.462994500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.462999000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463001500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463007125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463009625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463013500+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463016625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463020625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463023500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463027625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463030500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463034375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463037500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463041375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463044500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463048375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463051500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463055625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463059125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463063250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463066125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463070250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463073125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463077375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463080250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463084000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463087250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463091000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463094375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463098250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463101125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463105000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463108125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463112375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463115125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463119125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463121875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463126000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463128875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463133000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463135875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463140000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463142750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463147000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463149875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463153875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463156625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463160875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463163750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463167875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463170750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463174750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463177500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463182875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463185625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463189625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463192500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463196625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463199375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463203625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463206375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463210500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463213375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463217625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463220500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463224750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463227500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463231375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463234500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463238250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463241500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463245250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463248500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463252250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463255375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463259250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463262375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463267250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463270000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463274125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463277000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463281625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463284125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463288000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463291125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463295000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463298125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463302000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463304875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463309125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463311875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463316125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463319000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463322750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463326000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463329875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463332750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463337125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463339625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463343750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463346625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463352125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463354750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463358500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463361625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463365625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463368750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463372625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463375500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463379625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463382500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463386750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463389625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463393750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463396375+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463400625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463403500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463407375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463410500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463414250+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463417500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463421375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463424250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463428375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463431250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463435375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463439125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463443250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463446125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463450625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463453125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463457375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463460125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463464000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463467125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463470875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463474125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463477875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463481000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463484875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463488000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463492000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463494750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463499000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463501875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463506125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463509000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463512750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463515875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463519750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463522875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463527750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463530625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463534875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463537750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463541500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463544750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463548500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463551750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463555500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463558625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463562875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463565375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463569500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463572375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463576625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463579500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463583500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463586250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463590500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463593375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463597250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463600375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463604125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463607375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463612750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463615250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463619375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463622250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463626000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463629125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463633000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463636125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463640000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463643125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463647000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463650250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463654125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463657000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463661125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463664000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463668125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463671000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463675125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463678000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463681875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463684750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463688875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463691750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463697375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463699625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463703750+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463706625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463710875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463713750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463717625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463720750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463724625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463727750+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463732000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463734500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463738750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463741625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463745625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463748500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463752625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463755500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463759625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463762375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463766250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463769375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463773375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463776500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463780375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463784375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463788500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463791375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463795125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463798375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463802250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463805125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463809250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463812000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463816125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463819000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463823125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463826000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463830125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463833000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463837250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463840000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463844125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463847000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463850875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463854000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463857875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.463861000+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.463865000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463867875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463871875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463874750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463878875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463881750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463886000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463888875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463892625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463895750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463899875+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463902750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463906625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463909750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463913625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463916500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463920625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463923500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463927750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463930625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463934375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463937500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463941375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463944500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463948375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463951500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463957000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463959250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463963500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463966375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463970250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463973375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463977375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463980125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463984375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463987250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463991125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.463994250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.463998125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464001250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464005125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464008000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464012500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464015000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464019125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464022000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464026125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464029000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464033000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464035750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464040000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464043375+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464046750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464050000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464054375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464057000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464060750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464063875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464068125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.464070625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.464074875+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.464077625+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.464082000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.464084875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.464088750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464091625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464095750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464098625+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464102500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464105750+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464109625+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464112500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464116750+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464119500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464123625+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.464126500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.464131000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464133500+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464137250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464137375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.464140500+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.464144375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.464147125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.464151375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.464154250+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.464158500+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464161250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464165250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464168125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464172375+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.464175125+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.464179375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464182250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464186000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464189250+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464193125+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464196000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464200250+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464203000+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464207000+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464210125+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464215375+00:00,1,0,0,1,1,1
2026-09-09T22:54:24.464217875+00:00,1,1,0,1,1,1
2026-09-09T22:54:24.464222000+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.464224875+00:00,1,1,1,1,1,1
2026-09-09T22:54:24.464229125+00:00,1,0,1,1,1,1
2026-09-09T22:54:24.464232000+00:00,1,1,1,1,1,1
